text,entity_type,entity_value
Paris will host the event in 1980-12-06,GPE,Paris
Meta announced new projects starting 1972-03-29,ORG,Meta
The meeting with Alex from Microsoft is scheduled for 1998-10-29,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1998-10-29,ORG,Microsoft
Alex works at Microsoft in New York since 1976-10-29,PERSON,Alex
Alex works at Microsoft in New York since 1976-10-29,ORG,Microsoft
Tokyo will host the event in 1980-12-21,GPE,Tokyo
Alex attended a conference on 1979-05-23,PERSON,Alex
Mary attended a conference on 2009-05-17,PERSON,Mary
John works at Microsoft in New York since 1973-09-02,PERSON,John
John works at Microsoft in New York since 1973-09-02,ORG,Microsoft
Alex works at Microsoft in Tokyo since 1986-08-31,PERSON,Alex
Alex works at Microsoft in Tokyo since 1986-08-31,ORG,Microsoft
Alex works at Microsoft in Tokyo since 1986-08-31,GPE,Tokyo
Microsoft announced new projects starting 2004-12-27,ORG,Microsoft
Sara works at Amazon in Paris since 2006-11-29,PERSON,Sara
Sara works at Amazon in Paris since 2006-11-29,ORG,Amazon
Sara works at Amazon in Paris since 2006-11-29,GPE,Paris
Amazon announced new projects starting 1982-03-22,ORG,Amazon
Sara works at Google in London since 1996-10-01,PERSON,Sara
Sara works at Google in London since 1996-10-01,ORG,Google
Sara works at Google in London since 1996-10-01,GPE,London
The meeting with Sara from Meta is scheduled for 1994-04-16,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1994-04-16,ORG,Meta
Google announced new projects starting 1996-12-11,ORG,Google
Sara attended a conference on 2016-09-18,PERSON,Sara
London will host the event in 1997-07-18,GPE,London
Paris will host the event in 2000-12-09,GPE,Paris
Paris will host the event in 2024-02-09,GPE,Paris
Alex works at Microsoft in New York since 2023-12-13,PERSON,Alex
Alex works at Microsoft in New York since 2023-12-13,ORG,Microsoft
Mary attended a conference on 1976-05-14,PERSON,Mary
Mary works at Google in New York since 2012-06-01,PERSON,Mary
Mary works at Google in New York since 2012-06-01,ORG,Google
Sara works at Amazon in New York since 1981-02-05,PERSON,Sara
Sara works at Amazon in New York since 1981-02-05,ORG,Amazon
Sara works at Microsoft in London since 1979-11-07,PERSON,Sara
Sara works at Microsoft in London since 1979-11-07,ORG,Microsoft
Sara works at Microsoft in London since 1979-11-07,GPE,London
The meeting with Alex from Meta is scheduled for 2013-03-26,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2013-03-26,ORG,Meta
Meta announced new projects starting 1978-04-27,ORG,Meta
Microsoft announced new projects starting 2022-06-17,ORG,Microsoft
John works at Amazon in London since 1985-03-24,PERSON,John
John works at Amazon in London since 1985-03-24,ORG,Amazon
John works at Amazon in London since 1985-03-24,GPE,London
Alex attended a conference on 2011-01-09,PERSON,Alex
London will host the event in 1993-01-16,GPE,London
Sara attended a conference on 1985-07-02,PERSON,Sara
Microsoft announced new projects starting 2019-12-16,ORG,Microsoft
The meeting with Alex from Google is scheduled for 2001-11-17,PERSON,Alex
The meeting with Alex from Google is scheduled for 2001-11-17,ORG,Google
Microsoft announced new projects starting 2015-12-20,ORG,Microsoft
Sara attended a conference on 1978-04-06,PERSON,Sara
Alex attended a conference on 1997-04-06,PERSON,Alex
Sara attended a conference on 2004-06-22,PERSON,Sara
Sara works at Microsoft in Paris since 2005-01-18,PERSON,Sara
Sara works at Microsoft in Paris since 2005-01-18,ORG,Microsoft
Sara works at Microsoft in Paris since 2005-01-18,GPE,Paris
Tokyo will host the event in 2022-04-27,GPE,Tokyo
Meta announced new projects starting 2003-03-20,ORG,Meta
Meta announced new projects starting 1970-01-29,ORG,Meta
Meta announced new projects starting 1985-04-28,ORG,Meta
Paris will host the event in 1983-05-22,GPE,Paris
The meeting with Mary from Microsoft is scheduled for 1976-10-10,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1976-10-10,ORG,Microsoft
Tokyo will host the event in 1983-04-20,GPE,Tokyo
The meeting with Alex from Google is scheduled for 1980-12-31,PERSON,Alex
The meeting with Alex from Google is scheduled for 1980-12-31,ORG,Google
Alex attended a conference on 1982-09-07,PERSON,Alex
Paris will host the event in 2001-02-02,GPE,Paris
John works at Meta in New York since 1982-11-12,PERSON,John
John works at Meta in New York since 1982-11-12,ORG,Meta
Tokyo will host the event in 2002-01-16,GPE,Tokyo
The meeting with Sara from Meta is scheduled for 1991-07-25,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1991-07-25,ORG,Meta
Meta announced new projects starting 1991-04-10,ORG,Meta
Paris will host the event in 1989-12-19,GPE,Paris
Amazon announced new projects starting 1988-07-20,ORG,Amazon
Meta announced new projects starting 2014-10-24,ORG,Meta
The meeting with Alex from Amazon is scheduled for 2023-05-14,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2023-05-14,ORG,Amazon
The meeting with Mary from Google is scheduled for 1989-10-14,PERSON,Mary
The meeting with Mary from Google is scheduled for 1989-10-14,ORG,Google
Google announced new projects starting 1986-10-15,ORG,Google
The meeting with Sara from Amazon is scheduled for 2000-09-24,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2000-09-24,ORG,Amazon
The meeting with Alex from Microsoft is scheduled for 1971-09-29,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1971-09-29,ORG,Microsoft
Sara works at Amazon in London since 2014-05-06,PERSON,Sara
Sara works at Amazon in London since 2014-05-06,ORG,Amazon
Sara works at Amazon in London since 2014-05-06,GPE,London
Google announced new projects starting 1991-07-02,ORG,Google
Sara works at Google in Paris since 1988-09-29,PERSON,Sara
Sara works at Google in Paris since 1988-09-29,ORG,Google
Sara works at Google in Paris since 1988-09-29,GPE,Paris
Paris will host the event in 2005-12-22,GPE,Paris
The meeting with Sara from Amazon is scheduled for 2002-04-06,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2002-04-06,ORG,Amazon
Mary attended a conference on 1978-06-10,PERSON,Mary
Alex attended a conference on 2023-03-04,PERSON,Alex
Mary attended a conference on 1973-05-21,PERSON,Mary
Mary attended a conference on 2008-08-28,PERSON,Mary
The meeting with Sara from Microsoft is scheduled for 1997-01-09,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1997-01-09,ORG,Microsoft
Sara attended a conference on 1974-12-09,PERSON,Sara
The meeting with Mary from Google is scheduled for 2003-07-16,PERSON,Mary
The meeting with Mary from Google is scheduled for 2003-07-16,ORG,Google
Tokyo will host the event in 1981-12-25,GPE,Tokyo
Sara works at Google in New York since 2016-11-02,PERSON,Sara
Sara works at Google in New York since 2016-11-02,ORG,Google
The meeting with Sara from Amazon is scheduled for 2013-06-06,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2013-06-06,ORG,Amazon
London will host the event in 2022-12-10,GPE,London
Alex works at Google in London since 1999-09-04,PERSON,Alex
Alex works at Google in London since 1999-09-04,ORG,Google
Alex works at Google in London since 1999-09-04,GPE,London
Microsoft announced new projects starting 1974-02-25,ORG,Microsoft
Tokyo will host the event in 1985-10-13,GPE,Tokyo
John works at Microsoft in Paris since 1997-06-28,PERSON,John
John works at Microsoft in Paris since 1997-06-28,ORG,Microsoft
John works at Microsoft in Paris since 1997-06-28,GPE,Paris
Sara attended a conference on 2010-08-08,PERSON,Sara
Amazon announced new projects starting 1988-01-08,ORG,Amazon
The meeting with Mary from Google is scheduled for 2024-02-16,PERSON,Mary
The meeting with Mary from Google is scheduled for 2024-02-16,ORG,Google
The meeting with Mary from Amazon is scheduled for 1975-06-13,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1975-06-13,ORG,Amazon
John works at Microsoft in London since 1993-09-22,PERSON,John
John works at Microsoft in London since 1993-09-22,ORG,Microsoft
John works at Microsoft in London since 1993-09-22,GPE,London
The meeting with John from Meta is scheduled for 1982-08-08,PERSON,John
The meeting with John from Meta is scheduled for 1982-08-08,ORG,Meta
Meta announced new projects starting 1993-07-27,ORG,Meta
John works at Microsoft in Tokyo since 1989-07-17,PERSON,John
John works at Microsoft in Tokyo since 1989-07-17,ORG,Microsoft
John works at Microsoft in Tokyo since 1989-07-17,GPE,Tokyo
John works at Amazon in Paris since 2022-07-22,PERSON,John
John works at Amazon in Paris since 2022-07-22,ORG,Amazon
John works at Amazon in Paris since 2022-07-22,GPE,Paris
Amazon announced new projects starting 1993-03-25,ORG,Amazon
John attended a conference on 2009-08-07,PERSON,John
Alex attended a conference on 2014-08-24,PERSON,Alex
Amazon announced new projects starting 2014-12-05,ORG,Amazon
Alex attended a conference on 2009-12-26,PERSON,Alex
Amazon announced new projects starting 2009-06-27,ORG,Amazon
Alex works at Google in London since 1972-12-06,PERSON,Alex
Alex works at Google in London since 1972-12-06,ORG,Google
Alex works at Google in London since 1972-12-06,GPE,London
John attended a conference on 1988-10-18,PERSON,John
Mary attended a conference on 2021-02-23,PERSON,Mary
Tokyo will host the event in 2005-11-30,GPE,Tokyo
Mary works at Google in New York since 1988-09-25,PERSON,Mary
Mary works at Google in New York since 1988-09-25,ORG,Google
Microsoft announced new projects starting 2006-08-29,ORG,Microsoft
Paris will host the event in 2007-03-29,GPE,Paris
London will host the event in 1993-04-23,GPE,London
The meeting with John from Microsoft is scheduled for 2021-10-21,PERSON,John
The meeting with John from Microsoft is scheduled for 2021-10-21,ORG,Microsoft
Paris will host the event in 2020-01-30,GPE,Paris
The meeting with Alex from Meta is scheduled for 2016-02-20,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2016-02-20,ORG,Meta
The meeting with John from Meta is scheduled for 2003-12-12,PERSON,John
The meeting with John from Meta is scheduled for 2003-12-12,ORG,Meta
The meeting with Sara from Google is scheduled for 2010-03-20,PERSON,Sara
The meeting with Sara from Google is scheduled for 2010-03-20,ORG,Google
Mary works at Amazon in Tokyo since 1980-08-13,PERSON,Mary
Mary works at Amazon in Tokyo since 1980-08-13,ORG,Amazon
Mary works at Amazon in Tokyo since 1980-08-13,GPE,Tokyo
Google announced new projects starting 1993-04-09,ORG,Google
Tokyo will host the event in 2019-07-07,GPE,Tokyo
Sara works at Meta in London since 1986-12-10,PERSON,Sara
Sara works at Meta in London since 1986-12-10,ORG,Meta
Sara works at Meta in London since 1986-12-10,GPE,London
Microsoft announced new projects starting 2016-03-09,ORG,Microsoft
Paris will host the event in 1982-01-06,GPE,Paris
Tokyo will host the event in 1994-02-02,GPE,Tokyo
Alex works at Microsoft in Paris since 2018-10-11,PERSON,Alex
Alex works at Microsoft in Paris since 2018-10-11,ORG,Microsoft
Alex works at Microsoft in Paris since 2018-10-11,GPE,Paris
Google announced new projects starting 2014-11-03,ORG,Google
Meta announced new projects starting 1990-09-03,ORG,Meta
Tokyo will host the event in 1991-07-30,GPE,Tokyo
Mary attended a conference on 1994-08-18,PERSON,Mary
London will host the event in 1983-10-23,GPE,London
Sara attended a conference on 1995-02-27,PERSON,Sara
Tokyo will host the event in 1973-12-03,GPE,Tokyo
Microsoft announced new projects starting 1980-02-04,ORG,Microsoft
The meeting with Sara from Microsoft is scheduled for 1976-02-26,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1976-02-26,ORG,Microsoft
John works at Meta in Paris since 2017-09-19,PERSON,John
John works at Meta in Paris since 2017-09-19,ORG,Meta
John works at Meta in Paris since 2017-09-19,GPE,Paris
Meta announced new projects starting 1993-06-25,ORG,Meta
Amazon announced new projects starting 1976-02-16,ORG,Amazon
Sara works at Amazon in New York since 2005-11-16,PERSON,Sara
Sara works at Amazon in New York since 2005-11-16,ORG,Amazon
Sara works at Microsoft in Tokyo since 2008-06-05,PERSON,Sara
Sara works at Microsoft in Tokyo since 2008-06-05,ORG,Microsoft
Sara works at Microsoft in Tokyo since 2008-06-05,GPE,Tokyo
The meeting with Mary from Amazon is scheduled for 1996-06-07,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1996-06-07,ORG,Amazon
Alex attended a conference on 1999-07-10,PERSON,Alex
Meta announced new projects starting 2012-05-25,ORG,Meta
Meta announced new projects starting 1979-06-25,ORG,Meta
Alex works at Google in London since 1997-05-15,PERSON,Alex
Alex works at Google in London since 1997-05-15,ORG,Google
Alex works at Google in London since 1997-05-15,GPE,London
Paris will host the event in 2013-09-03,GPE,Paris
Mary attended a conference on 2001-10-23,PERSON,Mary
John attended a conference on 1993-06-21,PERSON,John
London will host the event in 1999-04-30,GPE,London
The meeting with John from Microsoft is scheduled for 2015-03-01,PERSON,John
The meeting with John from Microsoft is scheduled for 2015-03-01,ORG,Microsoft
John works at Meta in Paris since 1975-09-15,PERSON,John
John works at Meta in Paris since 1975-09-15,ORG,Meta
John works at Meta in Paris since 1975-09-15,GPE,Paris
The meeting with Sara from Google is scheduled for 2018-09-07,PERSON,Sara
The meeting with Sara from Google is scheduled for 2018-09-07,ORG,Google
London will host the event in 2017-07-13,GPE,London
John attended a conference on 1985-09-10,PERSON,John
The meeting with Sara from Google is scheduled for 2019-06-09,PERSON,Sara
The meeting with Sara from Google is scheduled for 2019-06-09,ORG,Google
The meeting with John from Google is scheduled for 2002-11-09,PERSON,John
The meeting with John from Google is scheduled for 2002-11-09,ORG,Google
Google announced new projects starting 2011-03-09,ORG,Google
London will host the event in 1995-11-22,GPE,London
The meeting with Mary from Google is scheduled for 2015-10-22,PERSON,Mary
The meeting with Mary from Google is scheduled for 2015-10-22,ORG,Google
Amazon announced new projects starting 1986-06-28,ORG,Amazon
Microsoft announced new projects starting 1995-11-24,ORG,Microsoft
Alex attended a conference on 2018-04-03,PERSON,Alex
The meeting with John from Microsoft is scheduled for 2008-11-19,PERSON,John
The meeting with John from Microsoft is scheduled for 2008-11-19,ORG,Microsoft
The meeting with Alex from Microsoft is scheduled for 1990-08-02,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1990-08-02,ORG,Microsoft
Paris will host the event in 1994-09-02,GPE,Paris
Sara works at Google in London since 1979-01-24,PERSON,Sara
Sara works at Google in London since 1979-01-24,ORG,Google
Sara works at Google in London since 1979-01-24,GPE,London
The meeting with Alex from Meta is scheduled for 2020-03-13,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2020-03-13,ORG,Meta
Meta announced new projects starting 1992-05-15,ORG,Meta
Mary attended a conference on 2010-11-17,PERSON,Mary
Amazon announced new projects starting 1987-07-25,ORG,Amazon
The meeting with Sara from Amazon is scheduled for 2022-05-31,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2022-05-31,ORG,Amazon
Amazon announced new projects starting 1984-11-23,ORG,Amazon
Paris will host the event in 1992-04-29,GPE,Paris
Microsoft announced new projects starting 2020-05-02,ORG,Microsoft
John attended a conference on 2003-08-26,PERSON,John
Amazon announced new projects starting 1986-03-13,ORG,Amazon
Sara works at Google in Paris since 2012-01-06,PERSON,Sara
Sara works at Google in Paris since 2012-01-06,ORG,Google
Sara works at Google in Paris since 2012-01-06,GPE,Paris
Mary works at Meta in Tokyo since 1985-03-26,PERSON,Mary
Mary works at Meta in Tokyo since 1985-03-26,ORG,Meta
Mary works at Meta in Tokyo since 1985-03-26,GPE,Tokyo
Sara attended a conference on 1973-09-28,PERSON,Sara
Microsoft announced new projects starting 1970-03-08,ORG,Microsoft
Alex attended a conference on 1972-03-16,PERSON,Alex
The meeting with Mary from Amazon is scheduled for 2005-10-09,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2005-10-09,ORG,Amazon
Alex attended a conference on 2005-04-02,PERSON,Alex
Microsoft announced new projects starting 2004-02-03,ORG,Microsoft
The meeting with Sara from Meta is scheduled for 1993-02-01,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1993-02-01,ORG,Meta
Meta announced new projects starting 2012-12-31,ORG,Meta
Amazon announced new projects starting 2014-12-14,ORG,Amazon
Meta announced new projects starting 2003-06-13,ORG,Meta
The meeting with Mary from Meta is scheduled for 2023-03-11,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2023-03-11,ORG,Meta
Alex attended a conference on 2016-11-27,PERSON,Alex
Tokyo will host the event in 2003-10-05,GPE,Tokyo
Amazon announced new projects starting 2024-04-08,ORG,Amazon
Mary attended a conference on 2020-06-11,PERSON,Mary
Alex works at Microsoft in Tokyo since 2008-02-12,PERSON,Alex
Alex works at Microsoft in Tokyo since 2008-02-12,ORG,Microsoft
Alex works at Microsoft in Tokyo since 2008-02-12,GPE,Tokyo
Amazon announced new projects starting 1983-07-30,ORG,Amazon
The meeting with Sara from Google is scheduled for 1999-02-12,PERSON,Sara
The meeting with Sara from Google is scheduled for 1999-02-12,ORG,Google
The meeting with Alex from Microsoft is scheduled for 1988-01-09,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1988-01-09,ORG,Microsoft
The meeting with Mary from Amazon is scheduled for 1997-10-11,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1997-10-11,ORG,Amazon
Paris will host the event in 1978-03-07,GPE,Paris
Alex attended a conference on 2000-03-02,PERSON,Alex
John attended a conference on 2019-04-23,PERSON,John
Sara works at Meta in London since 2000-11-09,PERSON,Sara
Sara works at Meta in London since 2000-11-09,ORG,Meta
Sara works at Meta in London since 2000-11-09,GPE,London
Mary attended a conference on 1976-12-28,PERSON,Mary
The meeting with Sara from Google is scheduled for 2015-02-12,PERSON,Sara
The meeting with Sara from Google is scheduled for 2015-02-12,ORG,Google
Alex attended a conference on 1978-09-03,PERSON,Alex
Mary attended a conference on 1975-03-16,PERSON,Mary
The meeting with Mary from Google is scheduled for 1984-11-25,PERSON,Mary
The meeting with Mary from Google is scheduled for 1984-11-25,ORG,Google
Alex attended a conference on 2012-04-27,PERSON,Alex
Sara attended a conference on 2019-10-06,PERSON,Sara
Mary works at Amazon in Tokyo since 1978-04-17,PERSON,Mary
Mary works at Amazon in Tokyo since 1978-04-17,ORG,Amazon
Mary works at Amazon in Tokyo since 1978-04-17,GPE,Tokyo
The meeting with Sara from Google is scheduled for 1990-10-16,PERSON,Sara
The meeting with Sara from Google is scheduled for 1990-10-16,ORG,Google
Microsoft announced new projects starting 1990-10-14,ORG,Microsoft
Paris will host the event in 2000-07-10,GPE,Paris
Microsoft announced new projects starting 2001-11-09,ORG,Microsoft
John works at Amazon in New York since 2008-09-06,PERSON,John
John works at Amazon in New York since 2008-09-06,ORG,Amazon
Mary works at Meta in Tokyo since 1980-10-01,PERSON,Mary
Mary works at Meta in Tokyo since 1980-10-01,ORG,Meta
Mary works at Meta in Tokyo since 1980-10-01,GPE,Tokyo
Amazon announced new projects starting 2021-03-22,ORG,Amazon
John works at Meta in Tokyo since 1990-08-24,PERSON,John
John works at Meta in Tokyo since 1990-08-24,ORG,Meta
John works at Meta in Tokyo since 1990-08-24,GPE,Tokyo
Google announced new projects starting 2022-02-16,ORG,Google
Mary works at Microsoft in London since 1982-07-20,PERSON,Mary
Mary works at Microsoft in London since 1982-07-20,ORG,Microsoft
Mary works at Microsoft in London since 1982-07-20,GPE,London
Google announced new projects starting 1970-12-27,ORG,Google
The meeting with Alex from Amazon is scheduled for 2002-09-03,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2002-09-03,ORG,Amazon
Mary works at Google in Tokyo since 1984-10-22,PERSON,Mary
Mary works at Google in Tokyo since 1984-10-22,ORG,Google
Mary works at Google in Tokyo since 1984-10-22,GPE,Tokyo
Amazon announced new projects starting 1992-06-16,ORG,Amazon
The meeting with Alex from Amazon is scheduled for 1971-02-25,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1971-02-25,ORG,Amazon
Amazon announced new projects starting 2002-05-11,ORG,Amazon
John works at Google in Tokyo since 2015-11-14,PERSON,John
John works at Google in Tokyo since 2015-11-14,ORG,Google
John works at Google in Tokyo since 2015-11-14,GPE,Tokyo
Sara attended a conference on 1992-06-29,PERSON,Sara
Mary attended a conference on 1979-04-01,PERSON,Mary
Mary attended a conference on 1971-02-06,PERSON,Mary
Alex attended a conference on 2009-07-23,PERSON,Alex
The meeting with Sara from Meta is scheduled for 1976-04-24,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1976-04-24,ORG,Meta
Sara attended a conference on 1996-12-04,PERSON,Sara
Microsoft announced new projects starting 2007-01-04,ORG,Microsoft
Mary attended a conference on 1995-02-04,PERSON,Mary
Sara works at Amazon in Paris since 1994-06-14,PERSON,Sara
Sara works at Amazon in Paris since 1994-06-14,ORG,Amazon
Sara works at Amazon in Paris since 1994-06-14,GPE,Paris
The meeting with Alex from Microsoft is scheduled for 1978-01-04,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1978-01-04,ORG,Microsoft
Sara attended a conference on 2010-11-18,PERSON,Sara
Amazon announced new projects starting 1970-09-06,ORG,Amazon
Alex works at Microsoft in Paris since 2007-07-10,PERSON,Alex
Alex works at Microsoft in Paris since 2007-07-10,ORG,Microsoft
Alex works at Microsoft in Paris since 2007-07-10,GPE,Paris
The meeting with Mary from Microsoft is scheduled for 1980-10-12,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1980-10-12,ORG,Microsoft
Amazon announced new projects starting 2004-04-17,ORG,Amazon
Google announced new projects starting 2002-11-15,ORG,Google
Amazon announced new projects starting 1991-02-11,ORG,Amazon
The meeting with John from Meta is scheduled for 1989-03-05,PERSON,John
The meeting with John from Meta is scheduled for 1989-03-05,ORG,Meta
Meta announced new projects starting 2024-09-30,ORG,Meta
Mary attended a conference on 1979-09-04,PERSON,Mary
Mary works at Meta in London since 2014-12-19,PERSON,Mary
Mary works at Meta in London since 2014-12-19,ORG,Meta
Mary works at Meta in London since 2014-12-19,GPE,London
Sara attended a conference on 2010-12-20,PERSON,Sara
Google announced new projects starting 2010-01-11,ORG,Google
Sara attended a conference on 2021-06-13,PERSON,Sara
The meeting with John from Microsoft is scheduled for 1997-04-18,PERSON,John
The meeting with John from Microsoft is scheduled for 1997-04-18,ORG,Microsoft
Alex attended a conference on 1972-02-16,PERSON,Alex
Meta announced new projects starting 1993-02-10,ORG,Meta
John attended a conference on 1980-12-23,PERSON,John
Microsoft announced new projects starting 2008-11-06,ORG,Microsoft
Microsoft announced new projects starting 1973-01-31,ORG,Microsoft
Paris will host the event in 1990-09-28,GPE,Paris
Meta announced new projects starting 1979-01-14,ORG,Meta
John attended a conference on 2005-03-30,PERSON,John
Alex works at Microsoft in Paris since 1971-12-13,PERSON,Alex
Alex works at Microsoft in Paris since 1971-12-13,ORG,Microsoft
Alex works at Microsoft in Paris since 1971-12-13,GPE,Paris
Google announced new projects starting 1982-12-31,ORG,Google
Paris will host the event in 1977-12-12,GPE,Paris
Alex works at Microsoft in Tokyo since 2006-10-26,PERSON,Alex
Alex works at Microsoft in Tokyo since 2006-10-26,ORG,Microsoft
Alex works at Microsoft in Tokyo since 2006-10-26,GPE,Tokyo
Google announced new projects starting 1978-06-14,ORG,Google
John attended a conference on 1995-09-17,PERSON,John
Sara attended a conference on 2005-06-08,PERSON,Sara
Amazon announced new projects starting 2021-05-18,ORG,Amazon
Microsoft announced new projects starting 1993-09-01,ORG,Microsoft
Meta announced new projects starting 2012-10-02,ORG,Meta
London will host the event in 1998-09-27,GPE,London
Alex works at Meta in Tokyo since 2001-08-15,PERSON,Alex
Alex works at Meta in Tokyo since 2001-08-15,ORG,Meta
Alex works at Meta in Tokyo since 2001-08-15,GPE,Tokyo
Mary works at Google in London since 2006-04-25,PERSON,Mary
Mary works at Google in London since 2006-04-25,ORG,Google
Mary works at Google in London since 2006-04-25,GPE,London
Alex works at Microsoft in Paris since 2020-12-07,PERSON,Alex
Alex works at Microsoft in Paris since 2020-12-07,ORG,Microsoft
Alex works at Microsoft in Paris since 2020-12-07,GPE,Paris
John works at Google in Tokyo since 1974-08-13,PERSON,John
John works at Google in Tokyo since 1974-08-13,ORG,Google
John works at Google in Tokyo since 1974-08-13,GPE,Tokyo
Microsoft announced new projects starting 2002-05-07,ORG,Microsoft
Meta announced new projects starting 2007-03-29,ORG,Meta
The meeting with Sara from Google is scheduled for 1980-06-03,PERSON,Sara
The meeting with Sara from Google is scheduled for 1980-06-03,ORG,Google
Google announced new projects starting 2009-07-20,ORG,Google
The meeting with Sara from Microsoft is scheduled for 1971-12-05,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1971-12-05,ORG,Microsoft
Meta announced new projects starting 2012-07-01,ORG,Meta
The meeting with Mary from Amazon is scheduled for 2002-03-17,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2002-03-17,ORG,Amazon
Sara attended a conference on 2008-10-14,PERSON,Sara
Mary attended a conference on 2005-10-28,PERSON,Mary
Paris will host the event in 2016-06-13,GPE,Paris
London will host the event in 1992-12-22,GPE,London
John attended a conference on 1993-12-18,PERSON,John
John attended a conference on 1987-02-03,PERSON,John
Alex attended a conference on 1994-08-18,PERSON,Alex
The meeting with Sara from Amazon is scheduled for 1987-02-01,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1987-02-01,ORG,Amazon
Mary works at Microsoft in Tokyo since 2025-01-19,PERSON,Mary
Mary works at Microsoft in Tokyo since 2025-01-19,ORG,Microsoft
Mary works at Microsoft in Tokyo since 2025-01-19,GPE,Tokyo
Mary attended a conference on 2021-04-24,PERSON,Mary
London will host the event in 2012-06-10,GPE,London
Meta announced new projects starting 1982-03-24,ORG,Meta
London will host the event in 1988-12-04,GPE,London
Amazon announced new projects starting 2020-06-16,ORG,Amazon
Mary works at Microsoft in London since 1989-04-25,PERSON,Mary
Mary works at Microsoft in London since 1989-04-25,ORG,Microsoft
Mary works at Microsoft in London since 1989-04-25,GPE,London
Alex works at Meta in Paris since 1999-07-29,PERSON,Alex
Alex works at Meta in Paris since 1999-07-29,ORG,Meta
Alex works at Meta in Paris since 1999-07-29,GPE,Paris
Google announced new projects starting 2006-04-10,ORG,Google
Alex works at Google in Tokyo since 2018-08-27,PERSON,Alex
Alex works at Google in Tokyo since 2018-08-27,ORG,Google
Alex works at Google in Tokyo since 2018-08-27,GPE,Tokyo
Alex works at Google in London since 1995-09-26,PERSON,Alex
Alex works at Google in London since 1995-09-26,ORG,Google
Alex works at Google in London since 1995-09-26,GPE,London
Microsoft announced new projects starting 1971-01-22,ORG,Microsoft
The meeting with Alex from Google is scheduled for 2017-05-18,PERSON,Alex
The meeting with Alex from Google is scheduled for 2017-05-18,ORG,Google
John attended a conference on 2014-06-13,PERSON,John
Microsoft announced new projects starting 2005-03-18,ORG,Microsoft
London will host the event in 1971-09-23,GPE,London
Mary attended a conference on 2007-12-08,PERSON,Mary
John attended a conference on 1982-10-29,PERSON,John
Meta announced new projects starting 2021-04-15,ORG,Meta
Alex works at Microsoft in London since 1994-06-17,PERSON,Alex
Alex works at Microsoft in London since 1994-06-17,ORG,Microsoft
Alex works at Microsoft in London since 1994-06-17,GPE,London
Mary works at Microsoft in New York since 2022-04-20,PERSON,Mary
Mary works at Microsoft in New York since 2022-04-20,ORG,Microsoft
The meeting with Mary from Microsoft is scheduled for 1970-01-29,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1970-01-29,ORG,Microsoft
Amazon announced new projects starting 1996-06-18,ORG,Amazon
Google announced new projects starting 2009-05-09,ORG,Google
Alex works at Meta in New York since 1992-12-23,PERSON,Alex
Alex works at Meta in New York since 1992-12-23,ORG,Meta
Alex attended a conference on 1996-05-20,PERSON,Alex
Tokyo will host the event in 2020-09-21,GPE,Tokyo
The meeting with Mary from Amazon is scheduled for 1982-10-30,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1982-10-30,ORG,Amazon
Paris will host the event in 2009-09-01,GPE,Paris
The meeting with Mary from Meta is scheduled for 1975-08-14,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1975-08-14,ORG,Meta
Alex works at Amazon in Paris since 2010-09-24,PERSON,Alex
Alex works at Amazon in Paris since 2010-09-24,ORG,Amazon
Alex works at Amazon in Paris since 2010-09-24,GPE,Paris
Google announced new projects starting 1991-04-21,ORG,Google
Google announced new projects starting 1970-11-11,ORG,Google
