text,entity_type,entity_value
Sara attended a conference on 2020-06-24,PERSON,Sara
Sara works at Microsoft in Paris since 2002-01-25,PERSON,Sara
Sara works at Microsoft in Paris since 2002-01-25,ORG,Microsoft
Sara works at Microsoft in Paris since 2002-01-25,GPE,Paris
Google announced new projects starting 1992-01-23,ORG,Google
Amazon announced new projects starting 1989-02-18,ORG,Amazon
Sara attended a conference on 1998-06-07,PERSON,Sara
Amazon announced new projects starting 1985-11-06,ORG,Amazon
Amazon announced new projects starting 2004-05-27,ORG,Amazon
Amazon announced new projects starting 2002-04-09,ORG,Amazon
Alex works at Meta in London since 1981-06-25,PERSON,Alex
Alex works at Meta in London since 1981-06-25,ORG,Meta
Alex works at Meta in London since 1981-06-25,GPE,London
Meta announced new projects starting 1985-03-16,ORG,Meta
The meeting with Alex from Microsoft is scheduled for 2013-02-03,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2013-02-03,ORG,Microsoft
The meeting with John from Microsoft is scheduled for 1982-02-16,PERSON,John
The meeting with John from Microsoft is scheduled for 1982-02-16,ORG,Microsoft
Sara attended a conference on 2010-07-28,PERSON,Sara
John works at Microsoft in New York since 2001-01-09,PERSON,John
John works at Microsoft in New York since 2001-01-09,ORG,Microsoft
Google announced new projects starting 2012-10-28,ORG,Google
Microsoft announced new projects starting 1972-01-16,ORG,Microsoft
The meeting with Mary from Microsoft is scheduled for 1978-07-13,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1978-07-13,ORG,Microsoft
Sara works at Amazon in London since 2014-06-02,PERSON,Sara
Sara works at Amazon in London since 2014-06-02,ORG,Amazon
Sara works at Amazon in London since 2014-06-02,GPE,London
Mary works at Meta in New York since 1994-12-14,PERSON,Mary
Mary works at Meta in New York since 1994-12-14,ORG,Meta
The meeting with John from Amazon is scheduled for 2015-09-13,PERSON,John
The meeting with John from Amazon is scheduled for 2015-09-13,ORG,Amazon
Alex attended a conference on 2017-11-28,PERSON,Alex
Sara works at Google in New York since 2007-05-25,PERSON,Sara
Sara works at Google in New York since 2007-05-25,ORG,Google
Mary attended a conference on 2019-01-01,PERSON,Mary
Sara works at Google in New York since 1973-10-21,PERSON,Sara
Sara works at Google in New York since 1973-10-21,ORG,Google
Sara works at Amazon in London since 1991-09-27,PERSON,Sara
Sara works at Amazon in London since 1991-09-27,ORG,Amazon
Sara works at Amazon in London since 1991-09-27,GPE,London
Microsoft announced new projects starting 2009-10-04,ORG,Microsoft
Sara works at Google in Paris since 2022-07-02,PERSON,Sara
Sara works at Google in Paris since 2022-07-02,ORG,Google
Sara works at Google in Paris since 2022-07-02,GPE,Paris
John attended a conference on 2024-05-04,PERSON,John
Meta announced new projects starting 1975-07-21,ORG,Meta
John works at Meta in Paris since 2020-01-29,PERSON,John
John works at Meta in Paris since 2020-01-29,ORG,Meta
John works at Meta in Paris since 2020-01-29,GPE,Paris
The meeting with Sara from Microsoft is scheduled for 1994-11-05,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1994-11-05,ORG,Microsoft
Mary attended a conference on 1996-09-20,PERSON,Mary
Mary works at Microsoft in Tokyo since 2017-04-01,PERSON,Mary
Mary works at Microsoft in Tokyo since 2017-04-01,ORG,Microsoft
Mary works at Microsoft in Tokyo since 2017-04-01,GPE,Tokyo
Sara works at Google in New York since 2007-03-16,PERSON,Sara
Sara works at Google in New York since 2007-03-16,ORG,Google
The meeting with Sara from Microsoft is scheduled for 1972-02-15,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1972-02-15,ORG,Microsoft
The meeting with Sara from Microsoft is scheduled for 1978-02-27,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1978-02-27,ORG,Microsoft
Microsoft announced new projects starting 1978-06-19,ORG,Microsoft
London will host the event in 1974-03-14,GPE,London
Alex attended a conference on 1981-11-17,PERSON,Alex
Paris will host the event in 2020-11-11,GPE,Paris
Google announced new projects starting 1982-12-09,ORG,Google
The meeting with Sara from Microsoft is scheduled for 1980-01-23,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1980-01-23,ORG,Microsoft
The meeting with Sara from Amazon is scheduled for 1982-10-04,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1982-10-04,ORG,Amazon
The meeting with Sara from Google is scheduled for 1978-09-21,PERSON,Sara
The meeting with Sara from Google is scheduled for 1978-09-21,ORG,Google
The meeting with Sara from Google is scheduled for 2021-12-27,PERSON,Sara
The meeting with Sara from Google is scheduled for 2021-12-27,ORG,Google
The meeting with Sara from Amazon is scheduled for 2011-12-24,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2011-12-24,ORG,Amazon
Mary attended a conference on 1980-03-26,PERSON,Mary
Google announced new projects starting 1971-01-10,ORG,Google
Google announced new projects starting 2002-12-18,ORG,Google
The meeting with Mary from Meta is scheduled for 2020-01-18,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2020-01-18,ORG,Meta
Google announced new projects starting 2009-08-01,ORG,Google
Sara works at Microsoft in New York since 2020-12-15,PERSON,Sara
Sara works at Microsoft in New York since 2020-12-15,ORG,Microsoft
The meeting with Sara from Meta is scheduled for 2004-07-09,PERSON,Sara
The meeting with Sara from Meta is scheduled for 2004-07-09,ORG,Meta
Google announced new projects starting 1992-03-02,ORG,Google
Google announced new projects starting 2023-07-07,ORG,Google
The meeting with John from Amazon is scheduled for 1974-12-06,PERSON,John
The meeting with John from Amazon is scheduled for 1974-12-06,ORG,Amazon
London will host the event in 2007-11-02,GPE,London
Sara works at Amazon in London since 1989-11-06,PERSON,Sara
Sara works at Amazon in London since 1989-11-06,ORG,Amazon
Sara works at Amazon in London since 1989-11-06,GPE,London
Mary works at Microsoft in Paris since 1994-05-28,PERSON,Mary
Mary works at Microsoft in Paris since 1994-05-28,ORG,Microsoft
Mary works at Microsoft in Paris since 1994-05-28,GPE,Paris
John works at Microsoft in Tokyo since 2010-08-15,PERSON,John
John works at Microsoft in Tokyo since 2010-08-15,ORG,Microsoft
John works at Microsoft in Tokyo since 2010-08-15,GPE,Tokyo
The meeting with John from Google is scheduled for 1989-12-06,PERSON,John
The meeting with John from Google is scheduled for 1989-12-06,ORG,Google
London will host the event in 1998-06-11,GPE,London
The meeting with Alex from Google is scheduled for 2006-01-28,PERSON,Alex
The meeting with Alex from Google is scheduled for 2006-01-28,ORG,Google
Tokyo will host the event in 2014-04-29,GPE,Tokyo
London will host the event in 1996-07-16,GPE,London
Meta announced new projects starting 1979-07-08,ORG,Meta
The meeting with John from Google is scheduled for 2024-01-17,PERSON,John
The meeting with John from Google is scheduled for 2024-01-17,ORG,Google
The meeting with John from Amazon is scheduled for 1972-07-23,PERSON,John
The meeting with John from Amazon is scheduled for 1972-07-23,ORG,Amazon
Sara works at Meta in New York since 1979-12-24,PERSON,Sara
Sara works at Meta in New York since 1979-12-24,ORG,Meta
The meeting with Mary from Amazon is scheduled for 2013-08-25,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2013-08-25,ORG,Amazon
John works at Meta in London since 2013-05-08,PERSON,John
John works at Meta in London since 2013-05-08,ORG,Meta
John works at Meta in London since 2013-05-08,GPE,London
The meeting with Alex from Meta is scheduled for 1978-10-01,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1978-10-01,ORG,Meta
Microsoft announced new projects starting 1987-05-14,ORG,Microsoft
Alex works at Microsoft in Tokyo since 1976-07-24,PERSON,Alex
Alex works at Microsoft in Tokyo since 1976-07-24,ORG,Microsoft
Alex works at Microsoft in Tokyo since 1976-07-24,GPE,Tokyo
The meeting with Alex from Meta is scheduled for 1974-06-21,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1974-06-21,ORG,Meta
Sara works at Amazon in New York since 2005-11-06,PERSON,Sara
Sara works at Amazon in New York since 2005-11-06,ORG,Amazon
The meeting with Alex from Amazon is scheduled for 2019-04-29,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2019-04-29,ORG,Amazon
Tokyo will host the event in 1995-05-19,GPE,Tokyo
Paris will host the event in 1975-10-02,GPE,Paris
John works at Google in Tokyo since 2012-02-09,PERSON,John
John works at Google in Tokyo since 2012-02-09,ORG,Google
John works at Google in Tokyo since 2012-02-09,GPE,Tokyo
London will host the event in 1990-06-28,GPE,London
John attended a conference on 2007-09-14,PERSON,John
John works at Microsoft in New York since 1974-12-01,PERSON,John
John works at Microsoft in New York since 1974-12-01,ORG,Microsoft
Tokyo will host the event in 1978-02-02,GPE,Tokyo
Meta announced new projects starting 1995-01-14,ORG,Meta
Alex works at Amazon in London since 2022-12-28,PERSON,Alex
Alex works at Amazon in London since 2022-12-28,ORG,Amazon
Alex works at Amazon in London since 2022-12-28,GPE,London
Alex works at Microsoft in New York since 2023-12-17,PERSON,Alex
Alex works at Microsoft in New York since 2023-12-17,ORG,Microsoft
Mary works at Microsoft in New York since 1997-11-07,PERSON,Mary
Mary works at Microsoft in New York since 1997-11-07,ORG,Microsoft
Mary attended a conference on 1970-10-06,PERSON,Mary
London will host the event in 2020-06-30,GPE,London
Mary works at Meta in London since 1980-01-17,PERSON,Mary
Mary works at Meta in London since 1980-01-17,ORG,Meta
Mary works at Meta in London since 1980-01-17,GPE,London
Mary attended a conference on 1996-01-24,PERSON,Mary
The meeting with Sara from Amazon is scheduled for 1988-04-25,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1988-04-25,ORG,Amazon
Meta announced new projects starting 2005-09-13,ORG,Meta
Sara works at Microsoft in New York since 2007-11-09,PERSON,Sara
Sara works at Microsoft in New York since 2007-11-09,ORG,Microsoft
The meeting with Sara from Amazon is scheduled for 2022-09-15,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2022-09-15,ORG,Amazon
Alex attended a conference on 2002-12-19,PERSON,Alex
The meeting with Sara from Meta is scheduled for 1970-03-13,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1970-03-13,ORG,Meta
Meta announced new projects starting 2017-02-16,ORG,Meta
Paris will host the event in 1970-10-07,GPE,Paris
John works at Google in Paris since 1989-09-03,PERSON,John
John works at Google in Paris since 1989-09-03,ORG,Google
John works at Google in Paris since 1989-09-03,GPE,Paris
The meeting with Sara from Meta is scheduled for 1971-09-11,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1971-09-11,ORG,Meta
The meeting with Alex from Microsoft is scheduled for 2019-12-24,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2019-12-24,ORG,Microsoft
Google announced new projects starting 1982-10-06,ORG,Google
Sara works at Google in London since 1983-09-08,PERSON,Sara
Sara works at Google in London since 1983-09-08,ORG,Google
Sara works at Google in London since 1983-09-08,GPE,London
Mary attended a conference on 1980-10-19,PERSON,Mary
The meeting with Sara from Meta is scheduled for 1979-05-24,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1979-05-24,ORG,Meta
Mary works at Microsoft in New York since 1981-02-27,PERSON,Mary
Mary works at Microsoft in New York since 1981-02-27,ORG,Microsoft
John works at Amazon in London since 2013-08-12,PERSON,John
John works at Amazon in London since 2013-08-12,ORG,Amazon
John works at Amazon in London since 2013-08-12,GPE,London
Meta announced new projects starting 2001-04-15,ORG,Meta
The meeting with Mary from Google is scheduled for 1999-09-21,PERSON,Mary
The meeting with Mary from Google is scheduled for 1999-09-21,ORG,Google
The meeting with John from Microsoft is scheduled for 1979-03-13,PERSON,John
The meeting with John from Microsoft is scheduled for 1979-03-13,ORG,Microsoft
The meeting with Sara from Meta is scheduled for 1988-01-27,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1988-01-27,ORG,Meta
Paris will host the event in 1979-09-06,GPE,Paris
Google announced new projects starting 2018-11-16,ORG,Google
Amazon announced new projects starting 2025-02-13,ORG,Amazon
Amazon announced new projects starting 2017-01-06,ORG,Amazon
Google announced new projects starting 2004-07-25,ORG,Google
London will host the event in 2021-02-03,GPE,London
The meeting with Alex from Google is scheduled for 1974-10-27,PERSON,Alex
The meeting with Alex from Google is scheduled for 1974-10-27,ORG,Google
The meeting with Alex from Microsoft is scheduled for 2011-01-04,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2011-01-04,ORG,Microsoft
Meta announced new projects starting 1997-12-26,ORG,Meta
The meeting with John from Google is scheduled for 2018-02-03,PERSON,John
The meeting with John from Google is scheduled for 2018-02-03,ORG,Google
John works at Microsoft in New York since 1985-06-07,PERSON,John
John works at Microsoft in New York since 1985-06-07,ORG,Microsoft
Mary works at Microsoft in London since 1979-10-08,PERSON,Mary
Mary works at Microsoft in London since 1979-10-08,ORG,Microsoft
Mary works at Microsoft in London since 1979-10-08,GPE,London
Sara attended a conference on 1984-04-05,PERSON,Sara
John attended a conference on 1973-07-05,PERSON,John
Tokyo will host the event in 2022-04-27,GPE,Tokyo
Amazon announced new projects starting 1999-12-19,ORG,Amazon
Mary works at Meta in Tokyo since 1976-06-29,PERSON,Mary
Mary works at Meta in Tokyo since 1976-06-29,ORG,Meta
Mary works at Meta in Tokyo since 1976-06-29,GPE,Tokyo
Meta announced new projects starting 1999-12-02,ORG,Meta
Google announced new projects starting 2002-09-01,ORG,Google
Google announced new projects starting 2017-07-12,ORG,Google
London will host the event in 1993-12-09,GPE,London
John works at Amazon in London since 1977-05-17,PERSON,John
John works at Amazon in London since 1977-05-17,ORG,Amazon
John works at Amazon in London since 1977-05-17,GPE,London
The meeting with Mary from Google is scheduled for 1986-06-05,PERSON,Mary
The meeting with Mary from Google is scheduled for 1986-06-05,ORG,Google
The meeting with Sara from Google is scheduled for 2007-08-22,PERSON,Sara
The meeting with Sara from Google is scheduled for 2007-08-22,ORG,Google
Paris will host the event in 2002-12-27,GPE,Paris
John attended a conference on 1985-08-11,PERSON,John
John attended a conference on 1994-07-21,PERSON,John
Amazon announced new projects starting 2001-12-01,ORG,Amazon
Paris will host the event in 1994-01-25,GPE,Paris
Tokyo will host the event in 2017-05-26,GPE,Tokyo
Mary works at Amazon in London since 2009-12-09,PERSON,Mary
Mary works at Amazon in London since 2009-12-09,ORG,Amazon
Mary works at Amazon in London since 2009-12-09,GPE,London
John works at Microsoft in Tokyo since 1970-09-16,PERSON,John
John works at Microsoft in Tokyo since 1970-09-16,ORG,Microsoft
John works at Microsoft in Tokyo since 1970-09-16,GPE,Tokyo
Meta announced new projects starting 2004-01-20,ORG,Meta
Mary attended a conference on 1985-06-02,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2005-08-30,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2005-08-30,ORG,Meta
Alex works at Amazon in Paris since 2013-09-29,PERSON,Alex
Alex works at Amazon in Paris since 2013-09-29,ORG,Amazon
Alex works at Amazon in Paris since 2013-09-29,GPE,Paris
Mary works at Meta in New York since 1998-01-31,PERSON,Mary
Mary works at Meta in New York since 1998-01-31,ORG,Meta
Paris will host the event in 1987-04-25,GPE,Paris
Mary works at Meta in New York since 1980-12-04,PERSON,Mary
Mary works at Meta in New York since 1980-12-04,ORG,Meta
John works at Amazon in Paris since 1982-01-08,PERSON,John
John works at Amazon in Paris since 1982-01-08,ORG,Amazon
John works at Amazon in Paris since 1982-01-08,GPE,Paris
John works at Amazon in Paris since 2000-07-29,PERSON,John
John works at Amazon in Paris since 2000-07-29,ORG,Amazon
John works at Amazon in Paris since 2000-07-29,GPE,Paris
John attended a conference on 1997-07-29,PERSON,John
Amazon announced new projects starting 1989-06-03,ORG,Amazon
The meeting with Sara from Amazon is scheduled for 1981-03-03,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1981-03-03,ORG,Amazon
Tokyo will host the event in 1983-09-30,GPE,Tokyo
John works at Google in New York since 2021-09-18,PERSON,John
John works at Google in New York since 2021-09-18,ORG,Google
Tokyo will host the event in 1980-01-08,GPE,Tokyo
The meeting with Sara from Microsoft is scheduled for 2003-01-01,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2003-01-01,ORG,Microsoft
Alex attended a conference on 1988-08-29,PERSON,Alex
Alex works at Meta in London since 1986-05-25,PERSON,Alex
Alex works at Meta in London since 1986-05-25,ORG,Meta
Alex works at Meta in London since 1986-05-25,GPE,London
Microsoft announced new projects starting 2007-02-22,ORG,Microsoft
The meeting with John from Microsoft is scheduled for 1975-02-12,PERSON,John
The meeting with John from Microsoft is scheduled for 1975-02-12,ORG,Microsoft
Meta announced new projects starting 2005-10-22,ORG,Meta
Mary attended a conference on 2003-07-18,PERSON,Mary
Alex works at Amazon in New York since 2011-01-03,PERSON,Alex
Alex works at Amazon in New York since 2011-01-03,ORG,Amazon
Paris will host the event in 2015-10-14,GPE,Paris
Microsoft announced new projects starting 2008-09-14,ORG,Microsoft
Alex attended a conference on 1985-01-06,PERSON,Alex
Mary works at Google in New York since 1970-10-04,PERSON,Mary
Mary works at Google in New York since 1970-10-04,ORG,Google
John works at Google in Paris since 2015-01-04,PERSON,John
John works at Google in Paris since 2015-01-04,ORG,Google
John works at Google in Paris since 2015-01-04,GPE,Paris
The meeting with Sara from Amazon is scheduled for 1980-08-17,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1980-08-17,ORG,Amazon
John works at Amazon in New York since 2001-07-26,PERSON,John
John works at Amazon in New York since 2001-07-26,ORG,Amazon
John works at Amazon in New York since 1986-10-24,PERSON,John
John works at Amazon in New York since 1986-10-24,ORG,Amazon
Alex attended a conference on 2018-04-13,PERSON,Alex
Meta announced new projects starting 2010-12-19,ORG,Meta
Amazon announced new projects starting 1978-01-14,ORG,Amazon
The meeting with Sara from Meta is scheduled for 1992-04-01,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1992-04-01,ORG,Meta
John works at Amazon in Tokyo since 1989-08-15,PERSON,John
John works at Amazon in Tokyo since 1989-08-15,ORG,Amazon
John works at Amazon in Tokyo since 1989-08-15,GPE,Tokyo
Sara attended a conference on 2016-12-29,PERSON,Sara
Meta announced new projects starting 1979-12-01,ORG,Meta
Tokyo will host the event in 1989-12-23,GPE,Tokyo
John attended a conference on 1996-10-17,PERSON,John
The meeting with John from Amazon is scheduled for 2009-10-22,PERSON,John
The meeting with John from Amazon is scheduled for 2009-10-22,ORG,Amazon
Amazon announced new projects starting 1973-05-28,ORG,Amazon
Alex attended a conference on 1992-12-11,PERSON,Alex
London will host the event in 1993-01-23,GPE,London
Meta announced new projects starting 1990-04-13,ORG,Meta
Mary attended a conference on 1988-12-27,PERSON,Mary
Amazon announced new projects starting 1986-09-25,ORG,Amazon
The meeting with Sara from Amazon is scheduled for 1983-04-02,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1983-04-02,ORG,Amazon
The meeting with Sara from Google is scheduled for 2010-10-01,PERSON,Sara
The meeting with Sara from Google is scheduled for 2010-10-01,ORG,Google
Alex works at Meta in Tokyo since 1977-01-05,PERSON,Alex
Alex works at Meta in Tokyo since 1977-01-05,ORG,Meta
Alex works at Meta in Tokyo since 1977-01-05,GPE,Tokyo
The meeting with Mary from Microsoft is scheduled for 2002-07-04,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 2002-07-04,ORG,Microsoft
John works at Amazon in New York since 1991-11-13,PERSON,John
John works at Amazon in New York since 1991-11-13,ORG,Amazon
Meta announced new projects starting 2003-09-11,ORG,Meta
John attended a conference on 1978-12-02,PERSON,John
John works at Meta in Tokyo since 2013-10-13,PERSON,John
John works at Meta in Tokyo since 2013-10-13,ORG,Meta
John works at Meta in Tokyo since 2013-10-13,GPE,Tokyo
Sara works at Microsoft in New York since 2006-05-30,PERSON,Sara
Sara works at Microsoft in New York since 2006-05-30,ORG,Microsoft
Microsoft announced new projects starting 1991-05-10,ORG,Microsoft
Mary attended a conference on 1994-02-28,PERSON,Mary
Sara works at Meta in Paris since 1982-08-27,PERSON,Sara
Sara works at Meta in Paris since 1982-08-27,ORG,Meta
Sara works at Meta in Paris since 1982-08-27,GPE,Paris
Google announced new projects starting 1996-04-22,ORG,Google
Paris will host the event in 1972-12-28,GPE,Paris
The meeting with Mary from Meta is scheduled for 2019-06-22,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2019-06-22,ORG,Meta
Paris will host the event in 2005-03-09,GPE,Paris
Amazon announced new projects starting 1972-03-29,ORG,Amazon
The meeting with Alex from Amazon is scheduled for 2012-03-26,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2012-03-26,ORG,Amazon
Paris will host the event in 2018-11-18,GPE,Paris
Microsoft announced new projects starting 1987-11-09,ORG,Microsoft
Sara attended a conference on 2015-01-05,PERSON,Sara
The meeting with John from Microsoft is scheduled for 2018-06-08,PERSON,John
The meeting with John from Microsoft is scheduled for 2018-06-08,ORG,Microsoft
Paris will host the event in 1985-12-01,GPE,Paris
The meeting with Mary from Microsoft is scheduled for 2017-10-07,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 2017-10-07,ORG,Microsoft
Sara works at Meta in Paris since 2014-06-10,PERSON,Sara
Sara works at Meta in Paris since 2014-06-10,ORG,Meta
Sara works at Meta in Paris since 2014-06-10,GPE,Paris
Alex works at Microsoft in Paris since 1994-11-03,PERSON,Alex
Alex works at Microsoft in Paris since 1994-11-03,ORG,Microsoft
Alex works at Microsoft in Paris since 1994-11-03,GPE,Paris
Alex works at Meta in New York since 1979-07-05,PERSON,Alex
Alex works at Meta in New York since 1979-07-05,ORG,Meta
The meeting with Mary from Amazon is scheduled for 2020-09-30,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2020-09-30,ORG,Amazon
Mary works at Microsoft in New York since 2000-04-09,PERSON,Mary
Mary works at Microsoft in New York since 2000-04-09,ORG,Microsoft
Alex attended a conference on 2012-09-11,PERSON,Alex
Alex works at Meta in New York since 1983-05-23,PERSON,Alex
Alex works at Meta in New York since 1983-05-23,ORG,Meta
The meeting with Sara from Amazon is scheduled for 1989-02-26,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1989-02-26,ORG,Amazon
John attended a conference on 1987-01-06,PERSON,John
Tokyo will host the event in 1997-09-06,GPE,Tokyo
The meeting with Alex from Meta is scheduled for 1980-03-07,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1980-03-07,ORG,Meta
Microsoft announced new projects starting 1987-12-02,ORG,Microsoft
Amazon announced new projects starting 1978-02-28,ORG,Amazon
London will host the event in 1996-12-30,GPE,London
Mary attended a conference on 2020-09-24,PERSON,Mary
The meeting with John from Microsoft is scheduled for 1973-11-11,PERSON,John
The meeting with John from Microsoft is scheduled for 1973-11-11,ORG,Microsoft
Amazon announced new projects starting 1984-12-23,ORG,Amazon
The meeting with John from Meta is scheduled for 2011-10-16,PERSON,John
The meeting with John from Meta is scheduled for 2011-10-16,ORG,Meta
Alex attended a conference on 1998-07-15,PERSON,Alex
John works at Amazon in Paris since 1996-12-31,PERSON,John
John works at Amazon in Paris since 1996-12-31,ORG,Amazon
John works at Amazon in Paris since 1996-12-31,GPE,Paris
Alex works at Amazon in New York since 2002-02-06,PERSON,Alex
Alex works at Amazon in New York since 2002-02-06,ORG,Amazon
The meeting with Alex from Microsoft is scheduled for 1983-03-31,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1983-03-31,ORG,Microsoft
Google announced new projects starting 1979-12-07,ORG,Google
Mary attended a conference on 1971-12-13,PERSON,Mary
Amazon announced new projects starting 2002-03-27,ORG,Amazon
Tokyo will host the event in 1988-11-18,GPE,Tokyo
The meeting with John from Amazon is scheduled for 2001-03-25,PERSON,John
The meeting with John from Amazon is scheduled for 2001-03-25,ORG,Amazon
Mary attended a conference on 2007-09-08,PERSON,Mary
Google announced new projects starting 1996-12-19,ORG,Google
London will host the event in 1999-08-07,GPE,London
Mary works at Amazon in New York since 2002-02-05,PERSON,Mary
Mary works at Amazon in New York since 2002-02-05,ORG,Amazon
John attended a conference on 1979-06-16,PERSON,John
Sara works at Google in Paris since 2005-05-24,PERSON,Sara
Sara works at Google in Paris since 2005-05-24,ORG,Google
Sara works at Google in Paris since 2005-05-24,GPE,Paris
Alex works at Microsoft in London since 1988-04-20,PERSON,Alex
Alex works at Microsoft in London since 1988-04-20,ORG,Microsoft
Alex works at Microsoft in London since 1988-04-20,GPE,London
Alex works at Meta in Paris since 2007-09-20,PERSON,Alex
Alex works at Meta in Paris since 2007-09-20,ORG,Meta
Alex works at Meta in Paris since 2007-09-20,GPE,Paris
The meeting with Sara from Microsoft is scheduled for 1971-03-21,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1971-03-21,ORG,Microsoft
Sara attended a conference on 1985-09-17,PERSON,Sara
Meta announced new projects starting 1979-11-16,ORG,Meta
The meeting with John from Meta is scheduled for 1980-12-08,PERSON,John
The meeting with John from Meta is scheduled for 1980-12-08,ORG,Meta
John attended a conference on 2021-07-03,PERSON,John
The meeting with Alex from Amazon is scheduled for 1986-10-07,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1986-10-07,ORG,Amazon
Paris will host the event in 1987-10-17,GPE,Paris
Microsoft announced new projects starting 1995-11-12,ORG,Microsoft
Mary attended a conference on 1978-02-27,PERSON,Mary
Microsoft announced new projects starting 1996-07-12,ORG,Microsoft
Mary attended a conference on 2014-06-16,PERSON,Mary
Alex attended a conference on 2017-08-19,PERSON,Alex
The meeting with Mary from Google is scheduled for 2014-06-04,PERSON,Mary
The meeting with Mary from Google is scheduled for 2014-06-04,ORG,Google
John works at Meta in London since 2002-06-17,PERSON,John
John works at Meta in London since 2002-06-17,ORG,Meta
John works at Meta in London since 2002-06-17,GPE,London
The meeting with John from Meta is scheduled for 1999-02-20,PERSON,John
The meeting with John from Meta is scheduled for 1999-02-20,ORG,Meta
The meeting with Mary from Meta is scheduled for 1981-12-26,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1981-12-26,ORG,Meta
Alex works at Google in New York since 1986-09-13,PERSON,Alex
Alex works at Google in New York since 1986-09-13,ORG,Google
Tokyo will host the event in 1979-06-13,GPE,Tokyo
Sara attended a conference on 2014-08-30,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1988-10-26,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1988-10-26,ORG,Microsoft
The meeting with Mary from Meta is scheduled for 1985-10-23,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1985-10-23,ORG,Meta
Meta announced new projects starting 2001-10-26,ORG,Meta
Alex attended a conference on 1973-07-16,PERSON,Alex
John works at Meta in London since 1998-11-27,PERSON,John
John works at Meta in London since 1998-11-27,ORG,Meta
John works at Meta in London since 1998-11-27,GPE,London
Alex works at Amazon in London since 1971-03-03,PERSON,Alex
Alex works at Amazon in London since 1971-03-03,ORG,Amazon
Alex works at Amazon in London since 1971-03-03,GPE,London
Tokyo will host the event in 1977-10-23,GPE,Tokyo
The meeting with Mary from Microsoft is scheduled for 2011-07-27,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 2011-07-27,ORG,Microsoft
Alex works at Amazon in Tokyo since 2008-06-28,PERSON,Alex
Alex works at Amazon in Tokyo since 2008-06-28,ORG,Amazon
Alex works at Amazon in Tokyo since 2008-06-28,GPE,Tokyo
Sara works at Amazon in London since 2008-10-15,PERSON,Sara
Sara works at Amazon in London since 2008-10-15,ORG,Amazon
Sara works at Amazon in London since 2008-10-15,GPE,London
The meeting with Alex from Microsoft is scheduled for 1983-02-24,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1983-02-24,ORG,Microsoft
Mary works at Amazon in Paris since 2016-11-24,PERSON,Mary
Mary works at Amazon in Paris since 2016-11-24,ORG,Amazon
Mary works at Amazon in Paris since 2016-11-24,GPE,Paris
Alex works at Microsoft in New York since 2003-05-24,PERSON,Alex
Alex works at Microsoft in New York since 2003-05-24,ORG,Microsoft
The meeting with Alex from Microsoft is scheduled for 2016-10-16,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2016-10-16,ORG,Microsoft
Google announced new projects starting 1993-09-21,ORG,Google
